"data_source","signal","time_type","geo_type","min_time","max_time","num_locations","min_value","max_value","mean_value","stdev_value","last_update","max_issue","min_lag","max_lag"
"fb-survey","smoothed_vaccine_barrier_none_has","day","msa",2021-07-30,2022-02-18,309,60.8857562,98.810139,86.4161873,4.5595826,1645624407,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_none_has","day","nation",2021-07-30,2022-02-19,1,83.2630434,88.5379477,85.916446,1.5766376,1645710824,2022-02-24,4,63
"fb-survey","smoothed_vaccine_barrier_none_has","day","state",2021-07-30,2022-02-18,51,66.0583942,96.1912404,86.7540749,4.0639949,1645624443,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_none_tried","day","county",2021-08-03,2022-06-25,12,35.2272727,74.2718447,56.975419,7.6121494,1656687588,2022-07-01,4,63
"fb-survey","smoothed_vaccine_barrier_none_tried","day","msa",2021-08-08,2021-09-19,1,53.1906672,73.1339313,63.4508637,5.2008736,1632499424,2021-09-24,4,5
"fb-survey","smoothed_vaccine_barrier_none_tried","day","nation",2021-07-30,2022-06-27,1,43.0213904,64.2998679,58.0613001,5.2297366,1656687624,2022-07-01,1,63
"fb-survey","smoothed_vaccine_barrier_none_tried","day","state",2021-08-03,2022-06-25,12,35.2272727,74.2718447,56.975419,7.6121494,1656687629,2022-07-01,4,63
"fb-survey","smoothed_vaccine_barrier_other","day","county",2021-12-19,2022-02-18,506,0.113229,6.6332248,1.5343217,0.7908361,1645624307,2022-02-23,5,5
"fb-survey","smoothed_vaccine_barrier_other","day","hrr",2021-12-19,2022-02-17,304,0.093985,5.7692308,1.4822495,0.7035251,1645538039,2022-02-22,5,5
"fb-survey","smoothed_vaccine_barrier_other","day","msa",2021-12-19,2022-02-18,284,0.1129266,6.6332248,1.4978817,0.7619176,1645624407,2022-02-23,5,5
"fb-survey","smoothed_vaccine_barrier_other","day","nation",2021-12-19,2022-02-19,1,1.019799,1.4180882,1.2811437,0.091802,1645710825,2022-02-24,5,5
"fb-survey","smoothed_vaccine_barrier_other","day","state",2021-12-19,2022-02-18,51,0.1138952,4.3999824,1.3818379,0.4567531,1645624443,2022-02-23,5,5
"fb-survey","smoothed_vaccine_barrier_other_has","day","county",2021-12-19,2022-02-18,502,0.0832244,6.0829961,1.3577672,0.7433794,1645624307,2022-02-23,5,5
"fb-survey","smoothed_vaccine_barrier_other_has","day","hrr",2021-12-19,2022-02-17,304,0.094162,5.1401869,1.2829025,0.6448024,1645538039,2022-02-22,5,5
"fb-survey","smoothed_vaccine_barrier_other_has","day","msa",2021-12-19,2022-02-18,283,0.1141601,6.0497982,1.3216424,0.7221621,1645624407,2022-02-23,5,5
"fb-survey","smoothed_vaccine_barrier_other_has","day","nation",2021-12-19,2022-02-19,1,0.8997688,1.2210384,1.0896656,0.0803689,1645710825,2022-02-24,5,5
"fb-survey","smoothed_vaccine_barrier_other_has","day","state",2021-12-19,2022-02-18,51,0.1149425,4.3076197,1.1872622,0.4279501,1645624443,2022-02-23,5,5
"fb-survey","smoothed_vaccine_barrier_other_tried","day","county",2021-12-24,2022-06-25,8,8.4158416,25.6521739,16.4752123,3.2781089,1656687588,2022-07-01,4,14
"fb-survey","smoothed_vaccine_barrier_other_tried","day","nation",2021-12-19,2022-06-27,1,12.7085378,18.8911189,16.1006736,1.3450915,1656687624,2022-07-01,1,14
"fb-survey","smoothed_vaccine_barrier_other_tried","day","state",2021-12-24,2022-06-25,8,8.4158416,25.6521739,16.4752123,3.2781089,1656687629,2022-07-01,4,14
"fb-survey","smoothed_vaccine_barrier_technical_difficulties","day","county",2021-06-04,2022-02-18,552,0.1059158,19.2320303,3.7273753,2.0314065,1645624307,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_technical_difficulties","day","hrr",2021-06-04,2022-02-17,305,0.129199,15.7142857,3.2891615,1.7305784,1645538039,2022-02-22,1,63
"fb-survey","smoothed_vaccine_barrier_technical_difficulties","day","msa",2021-06-04,2022-02-18,313,0.104052,16.9412412,3.4334401,1.8172914,1645624407,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_technical_difficulties","day","nation",2021-06-04,2022-02-19,1,2.6503232,4.4642857,3.4080521,0.4517087,1645710825,2022-02-24,4,63
"fb-survey","smoothed_vaccine_barrier_technical_difficulties","day","state",2021-06-04,2022-02-18,51,0.1237103,14.6766169,3.2365531,1.6975934,1645624443,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_technical_difficulties_has","day","county",2021-07-30,2022-02-18,543,0.1068085,17.3267327,3.534029,1.929719,1645624307,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_technical_difficulties_has","day","hrr",2021-07-30,2022-02-17,305,0.1061571,13.6963696,3.0797404,1.6181882,1645538039,2022-02-22,1,63
"fb-survey","smoothed_vaccine_barrier_technical_difficulties_has","day","msa",2021-07-30,2022-02-18,309,0.1049083,16.207434,3.2410843,1.7280056,1645624407,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_technical_difficulties_has","day","nation",2021-07-30,2022-02-19,1,2.6278771,4.5529801,3.1987175,0.3109846,1645710825,2022-02-24,4,63
"fb-survey","smoothed_vaccine_barrier_technical_difficulties_has","day","state",2021-07-30,2022-02-18,51,0.1240687,13.2550336,3.0528467,1.5988688,1645624443,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_technical_difficulties_tried","day","county",2021-08-03,2022-06-25,12,0.4901956,10.747757,5.1556732,1.8451675,1656687588,2022-07-01,4,63
"fb-survey","smoothed_vaccine_barrier_technical_difficulties_tried","day","msa",2021-08-08,2021-09-19,1,1.3513514,9.5000185,5.1644691,2.5012993,1632499425,2021-09-24,4,5
"fb-survey","smoothed_vaccine_barrier_technical_difficulties_tried","day","nation",2021-07-30,2022-06-27,1,2.9626253,6.480811,4.742417,0.6951903,1656687624,2022-07-01,1,63
"fb-survey","smoothed_vaccine_barrier_technical_difficulties_tried","day","state",2021-08-03,2022-06-25,12,0.4901956,10.747757,5.1556732,1.8451675,1656687629,2022-07-01,4,63
"fb-survey","smoothed_vaccine_barrier_technology_access","day","county",2021-06-04,2022-02-18,552,0.0476968,9.1501407,1.2258202,0.7630981,1645624307,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_technology_access","day","hrr",2021-06-04,2022-02-17,305,0.0447628,8.1196581,1.1647299,0.6749799,1645538039,2022-02-22,1,63
"fb-survey","smoothed_vaccine_barrier_technology_access","day","msa",2021-06-04,2022-02-18,313,0.0385837,9.1501407,1.1815822,0.7311865,1645624407,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_technology_access","day","nation",2021-06-04,2022-02-19,1,0.8082348,1.3798701,1.0122019,0.1106287,1645710825,2022-02-24,4,63
"fb-survey","smoothed_vaccine_barrier_technology_access","day","state",2021-06-04,2022-02-18,51,0.0613924,4.1044776,0.9841294,0.4027737,1645624444,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_technology_access_has","day","county",2021-07-30,2022-02-18,543,0.0485769,8.3101139,1.1512023,0.7265102,1645624307,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_technology_access_has","day","hrr",2021-07-30,2022-02-17,305,0.0451264,7.3529412,1.0780204,0.6227805,1645538039,2022-02-22,1,63
"fb-survey","smoothed_vaccine_barrier_technology_access_has","day","msa",2021-07-30,2022-02-18,309,0.0389747,8.3101139,1.1062592,0.6965289,1645624407,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_technology_access_has","day","nation",2021-07-30,2022-02-19,1,0.7744211,1.4072848,0.9296194,0.0730248,1645710825,2022-02-24,4,63
"fb-survey","smoothed_vaccine_barrier_technology_access_has","day","state",2021-07-30,2022-02-18,51,0.0620784,4.1044776,0.9110688,0.3822937,1645624444,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_technology_access_tried","day","county",2021-08-03,2022-06-25,12,0.3649635,11.328125,4.2182421,1.8585457,1656687588,2022-07-01,4,63
"fb-survey","smoothed_vaccine_barrier_technology_access_tried","day","msa",2021-08-08,2021-09-19,1,1.3513514,6.25,3.5642741,1.2273109,1632499425,2021-09-24,4,5
"fb-survey","smoothed_vaccine_barrier_technology_access_tried","day","nation",2021-07-30,2022-06-27,1,2.2171946,5.642787,3.8423503,0.633292,1656687624,2022-07-01,1,63
"fb-survey","smoothed_vaccine_barrier_technology_access_tried","day","state",2021-08-03,2022-06-25,12,0.3649635,11.328125,4.2182421,1.8585457,1656687629,2022-07-01,4,63
"fb-survey","smoothed_vaccine_barrier_time","day","county",2021-06-04,2022-02-18,552,0.0985848,10.3590165,2.169869,1.063601,1645624307,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_time","day","hrr",2021-06-04,2022-02-17,305,0.0934579,9.3103448,2.0413924,0.9060851,1645538039,2022-02-22,1,63
"fb-survey","smoothed_vaccine_barrier_time","day","msa",2021-06-04,2022-02-18,313,0.0951704,10.3590165,2.1281273,0.9975596,1645624407,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_time","day","nation",2021-06-04,2022-02-19,1,1.5422078,2.5841592,1.9430816,0.2661411,1645710825,2022-02-24,4,63
"fb-survey","smoothed_vaccine_barrier_time","day","state",2021-06-04,2022-02-18,51,0.1269036,7.1428571,1.991054,0.6345719,1645624444,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_time_has","day","county",2021-07-30,2022-02-18,543,0.099765,9.6330275,2.0909575,1.0529698,1645624307,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_time_has","day","hrr",2021-07-30,2022-02-17,305,0.0886525,7.7981651,1.9489423,0.8831249,1645538039,2022-02-22,1,63
"fb-survey","smoothed_vaccine_barrier_time_has","day","msa",2021-07-30,2022-02-18,309,0.0960848,9.6330275,2.0353992,0.9819889,1645624407,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_time_has","day","nation",2021-07-30,2022-02-19,1,1.4769288,2.4754896,1.8599901,0.2959485,1645710825,2022-02-24,4,63
"fb-survey","smoothed_vaccine_barrier_time_has","day","state",2021-07-30,2022-02-18,51,0.2525253,7.2115385,1.9189691,0.6330516,1645624444,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_time_tried","day","county",2021-08-03,2022-06-25,12,1.1538462,23.8505747,10.1403191,3.5508112,1656687588,2022-07-01,4,63
"fb-survey","smoothed_vaccine_barrier_time_tried","day","msa",2021-08-08,2021-09-19,1,5.8809639,14.0932537,10.182301,2.5154864,1632499426,2021-09-24,4,5
"fb-survey","smoothed_vaccine_barrier_time_tried","day","nation",2021-07-30,2022-06-27,1,5.7530402,12.8120224,9.2347948,1.734813,1656687624,2022-07-01,1,63
"fb-survey","smoothed_vaccine_barrier_time_tried","day","state",2021-08-03,2022-06-25,12,1.1538462,23.8505747,10.1403191,3.5508112,1656687629,2022-07-01,4,63
"fb-survey","smoothed_vaccine_barrier_travel","day","county",2021-06-04,2022-02-18,552,0.0742943,10.2103446,2.0382581,1.1074931,1645624307,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_travel","day","hrr",2021-06-04,2022-02-17,305,0.0837521,8.7155963,1.8591093,0.8906104,1645538039,2022-02-22,1,63
"fb-survey","smoothed_vaccine_barrier_travel","day","msa",2021-06-04,2022-02-18,313,0.0660522,10.1290292,1.8914687,0.9858249,1645624407,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_travel","day","nation",2021-06-04,2022-02-19,1,1.5663304,2.6785714,1.8085269,0.1326798,1645710825,2022-02-24,4,63
"fb-survey","smoothed_vaccine_barrier_travel","day","state",2021-06-04,2022-02-18,51,0.101626,7.7458639,1.7982313,0.704704,1645624444,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_travel_has","day","county",2021-07-30,2022-02-18,543,0.0758727,10.3209398,1.9069193,1.0673243,1645624307,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_travel_has","day","hrr",2021-07-30,2022-02-17,305,0.0846024,7.9439252,1.7221282,0.8555906,1645538039,2022-02-22,1,63
"fb-survey","smoothed_vaccine_barrier_travel_has","day","msa",2021-07-30,2022-02-18,309,0.0666605,8.4821429,1.7614806,0.9465303,1645624407,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_travel_has","day","nation",2021-07-30,2022-02-19,1,1.4680826,2.5662252,1.6741199,0.118554,1645710825,2022-02-24,4,63
"fb-survey","smoothed_vaccine_barrier_travel_has","day","state",2021-07-30,2022-02-18,51,0.102459,7.8095393,1.6731313,0.6897784,1645624444,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_travel_tried","day","county",2021-08-03,2022-06-25,12,1.2295082,18.5714286,8.7099007,2.4872125,1656687588,2022-07-01,4,63
"fb-survey","smoothed_vaccine_barrier_travel_tried","day","msa",2021-08-08,2021-09-19,1,3.9638462,8.9102509,6.350836,1.5810758,1632499427,2021-09-24,4,5
"fb-survey","smoothed_vaccine_barrier_travel_tried","day","nation",2021-07-30,2022-06-27,1,5.7207207,12.8428928,8.9029412,1.1810141,1656687624,2022-07-01,1,63
"fb-survey","smoothed_vaccine_barrier_travel_tried","day","state",2021-08-03,2022-06-25,12,1.2295082,18.5714286,8.7099007,2.4872125,1656687629,2022-07-01,4,63
"fb-survey","smoothed_vaccine_barrier_type","day","county",2021-06-04,2022-02-18,552,0.089973,8.1956702,1.610522,0.8393325,1645624307,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_type","day","hrr",2021-06-04,2022-02-17,305,0.0972763,7.3076923,1.5309233,0.715867,1645538039,2022-02-22,1,63
"fb-survey","smoothed_vaccine_barrier_type","day","msa",2021-06-04,2022-02-18,313,0.0968473,6.5927803,1.5741514,0.791608,1645624407,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_type","day","nation",2021-06-04,2022-02-19,1,1.1825434,1.6420401,1.3921341,0.1157517,1645710825,2022-02-24,4,63
"fb-survey","smoothed_vaccine_barrier_type","day","state",2021-06-04,2022-02-18,51,0.0977181,5.5555556,1.4302324,0.4559309,1645624444,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_type_has","day","county",2021-07-30,2022-02-18,543,0.0844816,8.1956702,1.4941047,0.8107602,1645624308,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_type_has","day","hrr",2021-07-30,2022-02-17,305,0.0656168,7.0833333,1.3981259,0.6820114,1645538039,2022-02-22,1,63
"fb-survey","smoothed_vaccine_barrier_type_has","day","msa",2021-07-30,2022-02-18,309,0.0748156,6.6355468,1.4512263,0.7542395,1645624407,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_type_has","day","nation",2021-07-30,2022-02-19,1,1.0812169,1.5205417,1.2706392,0.1295485,1645710825,2022-02-24,4,63
"fb-survey","smoothed_vaccine_barrier_type_has","day","state",2021-07-30,2022-02-18,51,0.1533611,5.5147059,1.3152611,0.4553999,1645624444,2022-02-23,1,63
"fb-survey","smoothed_vaccine_barrier_type_tried","day","county",2021-08-03,2022-06-25,12,1.4150943,18.8073567,9.1664236,2.8972503,1656687588,2022-07-01,4,63
"fb-survey","smoothed_vaccine_barrier_type_tried","day","msa",2021-08-08,2021-09-19,1,4.0540541,16.8043411,10.5407313,2.9851787,1632499428,2021-09-24,4,5
"fb-survey","smoothed_vaccine_barrier_type_tried","day","nation",2021-07-30,2022-06-27,1,4.7511312,11.8908717,8.6288494,1.6365705,1656687624,2022-07-01,1,63
"fb-survey","smoothed_vaccine_barrier_type_tried","day","state",2021-08-03,2022-06-25,12,1.4150943,18.8073567,9.1664236,2.8972503,1656687629,2022-07-01,4,63
"fb-survey","smoothed_vaccine_likely_doctors","day","county",2021-02-09,2021-08-08,499,10.0877193,76.1171225,49.4473551,12.3379084,1628859289,2021-08-13,3,36
"fb-survey","smoothed_vaccine_likely_doctors","day","hrr",2021-02-09,2021-08-06,300,10,72.8346457,44.8051056,12.38183,1628686601,2021-08-11,3,36
"fb-survey","smoothed_vaccine_likely_doctors","day","msa",2021-02-09,2021-08-07,279,13.8025059,74.4208546,47.6736194,11.3222861,1628772907,2021-08-12,3,36
"fb-survey","smoothed_vaccine_likely_doctors","day","nation",2021-02-09,2021-08-08,1,15.0137741,57.4757322,32.982267,14.3115867,1628859421,2021-08-13,5,36
"fb-survey","smoothed_vaccine_likely_doctors","day","state",2021-02-09,2021-08-08,51,10.0877193,70.8333333,39.1449691,14.1476476,1628859433,2021-08-13,4,36
"fb-survey","smoothed_vaccine_likely_friends","day","county",2020-12-20,2021-08-08,751,3.153156,66.526861,30.7689956,6.4005158,1628859289,2021-08-13,1,44
"fb-survey","smoothed_vaccine_likely_friends","day","hrr",2020-12-20,2021-08-06,306,4.2056075,51.1345219,28.8506326,6.9707711,1628686601,2021-08-11,1,44
"fb-survey","smoothed_vaccine_likely_friends","day","msa",2020-12-20,2021-08-07,361,5.9302582,66.526861,30.0973197,6.2276946,1628772907,2021-08-12,1,44
"fb-survey","smoothed_vaccine_likely_friends","day","nation",2020-12-20,2021-08-08,1,8.1325301,35.6698352,22.5519584,8.9606623,1628859421,2021-08-13,1,44
"fb-survey","smoothed_vaccine_likely_friends","day","state",2020-12-20,2021-08-08,51,3.153156,43.705036,25.9574765,8.0666818,1628859433,2021-08-13,1,44
"fb-survey","smoothed_vaccine_likely_govt_health","day","county",2020-12-20,2021-08-08,742,0.7853411,57.2713451,27.94411,8.4329969,1628859289,2021-08-13,1,44
"fb-survey","smoothed_vaccine_likely_govt_health","day","hrr",2020-12-20,2021-08-06,306,0.2808989,51.0050251,24.3987587,9.1961155,1628686601,2021-08-11,1,44
"fb-survey","smoothed_vaccine_likely_govt_health","day","msa",2020-12-20,2021-08-07,357,0.4778977,57.2713451,26.4296118,8.1222121,1628772907,2021-08-12,1,44
"fb-survey","smoothed_vaccine_likely_govt_health","day","nation",2020-12-20,2021-08-08,1,4.5625588,32.6689515,17.496919,10.7038787,1628859421,2021-08-13,1,44
"fb-survey","smoothed_vaccine_likely_govt_health","day","state",2020-12-20,2021-08-08,51,0.7853411,52.7355623,21.2855925,10.5504383,1628859433,2021-08-13,1,44
"fb-survey","smoothed_vaccine_likely_local_health","day","county",2020-12-20,2021-03-16,745,26.24565,75.1120367,48.9511738,7.3016421,1616327478,2021-03-21,1,44
"fb-survey","smoothed_vaccine_likely_local_health","day","hrr",2020-12-20,2021-03-16,306,25.2066116,72.8346457,47.83705,6.7536595,1616327498,2021-03-21,1,44
"fb-survey","smoothed_vaccine_likely_local_health","day","msa",2020-12-20,2021-03-16,359,23.8470868,74.4208546,48.0575028,6.9318554,1616327513,2021-03-21,1,44
"fb-survey","smoothed_vaccine_likely_local_health","day","nation",2020-12-20,2021-03-16,1,43.7109827,55.4070143,48.0588917,3.7162158,1616327523,2021-03-21,1,44
"fb-survey","smoothed_vaccine_likely_local_health","day","state",2020-12-20,2021-03-16,51,33.2117276,69.0384615,48.1388887,5.6502356,1616327527,2021-03-21,1,44
"fb-survey","smoothed_vaccine_likely_politicians","day","county",2020-12-20,2021-08-08,737,0.1746492,26.9911504,8.3444449,3.195418,1628859289,2021-08-13,1,44
"fb-survey","smoothed_vaccine_likely_politicians","day","hrr",2020-12-20,2021-08-06,306,0.2272727,24.7483221,7.4386285,3.2121305,1628686601,2021-08-11,1,44
"fb-survey","smoothed_vaccine_likely_politicians","day","msa",2020-12-20,2021-08-07,355,0.3346528,26.9911504,7.9565478,3.006893,1628772907,2021-08-12,1,44
"fb-survey","smoothed_vaccine_likely_politicians","day","nation",2020-12-20,2021-08-08,1,1.5060241,11.4366016,5.5693465,2.8222082,1628859422,2021-08-13,1,44
"fb-survey","smoothed_vaccine_likely_politicians","day","state",2020-12-20,2021-08-08,51,0.1746492,17.5213675,6.3748656,3.05711,1628859433,2021-08-13,1,44
"fb-survey","smoothed_vaccine_likely_who","day","county",2020-12-20,2021-08-08,740,0.446429,66.3109178,33.3675918,9.3569758,1628859289,2021-08-13,1,44
"fb-survey","smoothed_vaccine_likely_who","day","hrr",2020-12-20,2021-08-06,306,1.1627907,55.8035714,29.2818528,10.2287551,1628686601,2021-08-11,1,44
"fb-survey","smoothed_vaccine_likely_who","day","msa",2020-12-20,2021-08-07,358,2.4494854,66.3109178,31.6781534,9.1187129,1628772907,2021-08-12,1,44
"fb-survey","smoothed_vaccine_likely_who","day","nation",2020-12-20,2021-08-08,1,6.0055866,38.0303287,21.4038496,12.2805028,1628859422,2021-08-13,1,44
"fb-survey","smoothed_vaccine_likely_who","day","state",2020-12-20,2021-08-08,51,0.446429,53.6697248,25.7658503,11.8174175,1628859433,2021-08-13,1,44
"fb-survey","smoothed_waccept_covid_vaccine","day","county",2020-12-20,2021-08-08,757,5.5129622,97.870641,66.0580867,14.0404841,1628859289,2021-08-13,1,44
"fb-survey","smoothed_waccept_covid_vaccine","day","hrr",2020-12-20,2021-08-06,306,7.4194386,92.2765863,59.4900189,16.0280356,1628686601,2021-08-11,2,44
"fb-survey","smoothed_waccept_covid_vaccine","day","msa",2020-12-20,2021-08-07,362,12.5714633,94.2368448,63.3494856,13.7346661,1628772907,2021-08-12,2,44
"fb-survey","smoothed_waccept_covid_vaccine","day","nation",2020-12-20,2021-08-08,1,18.817232,72.3950775,46.6116003,20.8746104,1628859422,2021-08-13,2,44
"fb-survey","smoothed_waccept_covid_vaccine","day","state",2020-12-20,2021-08-08,51,4.9483086,90.1603424,54.0691718,19.8609629,1628859433,2021-08-13,2,44
"fb-survey","smoothed_waccept_covid_vaccine_no_appointment","day","county",2021-05-20,2022-06-25,92,1.9621445,51.8041321,15.9275517,6.3108907,1656687588,2022-07-01,1,63
"fb-survey","smoothed_waccept_covid_vaccine_no_appointment","day","hrr",2021-05-21,2022-06-25,168,0.7547466,49.4541847,16.2010369,6.3770804,1656687602,2022-07-01,4,63
"fb-survey","smoothed_waccept_covid_vaccine_no_appointment","day","msa",2021-05-21,2022-06-25,95,2.249612,45.3519778,18.0377986,6.466073,1656687616,2022-07-01,4,63
"fb-survey","smoothed_waccept_covid_vaccine_no_appointment","day","nation",2021-05-20,2022-06-25,1,10.4274394,23.3994974,15.4930607,3.2887433,1656687624,2022-07-01,4,63
"fb-survey","smoothed_waccept_covid_vaccine_no_appointment","day","state",2021-05-20,2022-06-25,48,1.9655254,39.2329928,14.6925324,4.9371229,1656687629,2022-07-01,4,63
"fb-survey","smoothed_want_info_children_education","day","county",2021-05-20,2022-06-27,356,0.292383,26.7536765,7.0127867,2.864715,1656687588,2022-07-01,1,110
"fb-survey","smoothed_want_info_children_education","day","hrr",2021-05-20,2022-06-27,289,0.2057613,27.245509,6.3816345,2.642789,1656687602,2022-07-01,1,110
"fb-survey","smoothed_want_info_children_education","day","msa",2021-05-20,2022-06-27,215,0.3082662,26.7536765,6.6363243,2.5761019,1656687616,2022-07-01,1,110
"fb-survey","smoothed_want_info_children_education","day","nation",2021-05-20,2022-06-27,1,4.7020262,9.2231027,6.2735628,1.1294743,1656687624,2022-07-01,1,110
"fb-survey","smoothed_want_info_children_education","day","state",2021-05-20,2022-06-27,51,0.292383,14.3312102,6.0090845,1.8519251,1656687629,2022-07-01,1,110
"fb-survey","smoothed_want_info_covid_treatment","day","county",2021-05-20,2022-06-27,356,1.4053773,42.5223747,16.9226441,5.0390211,1656687589,2022-07-01,1,110
"fb-survey","smoothed_want_info_covid_treatment","day","hrr",2021-05-20,2022-06-27,289,1.4851485,42.0634921,16.0125135,4.8079735,1656687602,2022-07-01,1,110
"fb-survey","smoothed_want_info_covid_treatment","day","msa",2021-05-20,2022-06-27,215,1.8517106,42.5223747,16.2667497,4.5954309,1656687616,2022-07-01,1,110
"fb-survey","smoothed_want_info_covid_treatment","day","nation",2021-05-20,2022-06-27,1,10.7587226,20.7647801,15.9285186,2.4392903,1656687624,2022-07-01,1,110
"fb-survey","smoothed_want_info_covid_treatment","day","state",2021-05-20,2022-06-27,51,3.1963884,30.7073955,15.1905065,3.8033128,1656687630,2022-07-01,1,110
"fb-survey","smoothed_want_info_covid_variants","day","county",2021-05-20,2022-06-27,356,9.9450938,59.2105263,30.0691266,6.369749,1656687589,2022-07-01,1,110
"fb-survey","smoothed_want_info_covid_variants","day","hrr",2021-05-20,2022-06-27,289,8.7155963,56.870229,28.3618946,6.0456638,1656687603,2022-07-01,1,110
"fb-survey","smoothed_want_info_covid_variants","day","msa",2021-05-20,2022-06-27,215,10.1626016,56.2121965,29.1274182,5.6638149,1656687616,2022-07-01,1,110
"fb-survey","smoothed_want_info_covid_variants","day","nation",2021-05-20,2022-06-27,1,23.8576204,35.6623138,28.330415,3.6500218,1656687624,2022-07-01,1,110
"fb-survey","smoothed_want_info_covid_variants","day","state",2021-05-20,2022-06-27,51,10.2893984,56.3333333,27.6558104,5.2112761,1656687630,2022-07-01,1,110
"fb-survey","smoothed_want_info_employment","day","county",2021-05-20,2022-06-27,356,1.4388448,36.3726699,12.2492124,3.8852418,1656687589,2022-07-01,1,110
"fb-survey","smoothed_want_info_employment","day","hrr",2021-05-20,2022-06-27,289,0.9677419,36.5546218,11.4345241,3.5491991,1656687603,2022-07-01,1,110
"fb-survey","smoothed_want_info_employment","day","msa",2021-05-20,2022-06-27,215,1.9324695,30.9461033,11.6497749,3.2481646,1656687616,2022-07-01,1,110
"fb-survey","smoothed_want_info_employment","day","nation",2021-05-20,2022-06-27,1,10.1910503,13.3775563,11.4582718,0.6803773,1656687624,2022-07-01,1,110
"fb-survey","smoothed_want_info_employment","day","state",2021-05-20,2022-06-27,51,2.9337088,26.8867925,11.0159707,2.3575706,1656687630,2022-07-01,1,110
"fb-survey","smoothed_want_info_mental_health","day","county",2021-05-20,2022-06-27,356,3.1746896,43.9178544,17.7406165,4.5729407,1656687589,2022-07-01,1,110
"fb-survey","smoothed_want_info_mental_health","day","hrr",2021-05-20,2022-06-27,289,3.1818182,42.6470588,16.3982002,4.1182599,1656687603,2022-07-01,1,110
"fb-survey","smoothed_want_info_mental_health","day","msa",2021-05-20,2022-06-27,215,2.3437507,34.2304711,16.9363154,3.6782336,1656687616,2022-07-01,1,110
"fb-survey","smoothed_want_info_mental_health","day","nation",2021-05-20,2022-06-27,1,14.5375447,18.8447319,16.4466123,1.1649872,1656687624,2022-07-01,1,110
"fb-survey","smoothed_want_info_mental_health","day","state",2021-05-20,2022-06-27,51,3.719248,40.2777778,15.9318057,2.9641107,1656687630,2022-07-01,1,110
"fb-survey","smoothed_want_info_none","day","county",2021-05-20,2022-06-27,356,20.8977189,77.9063881,53.7784648,7.7416368,1656687589,2022-07-01,1,110
"fb-survey","smoothed_want_info_none","day","hrr",2021-05-20,2022-06-27,289,20.0980392,81.5972222,56.0661219,7.4493639,1656687603,2022-07-01,1,110
"fb-survey","smoothed_want_info_none","day","msa",2021-05-20,2022-06-27,215,25.7396921,79.6946137,55.2334389,6.4329903,1656687617,2022-07-01,1,110
"fb-survey","smoothed_want_info_none","day","nation",2021-05-20,2022-06-27,1,50.2007346,59.4522164,55.8779639,2.549097,1656687624,2022-07-01,1,110
"fb-survey","smoothed_want_info_none","day","state",2021-05-20,2022-06-27,51,31.6666667,77.9063881,57.2474245,5.8577532,1656687630,2022-07-01,1,110
"fb-survey","smoothed_want_info_relationships","day","county",2021-05-20,2022-06-27,356,0.4636191,28.3006244,9.1222954,3.2174753,1656687589,2022-07-01,1,110
"fb-survey","smoothed_want_info_relationships","day","hrr",2021-05-20,2022-06-27,289,0.3289474,29.9019608,8.285564,2.8783937,1656687603,2022-07-01,1,110
"fb-survey","smoothed_want_info_relationships","day","msa",2021-05-20,2022-06-27,215,0.4172275,22.1804511,8.5723875,2.6339218,1656687617,2022-07-01,1,110
"fb-survey","smoothed_want_info_relationships","day","nation",2021-05-20,2022-06-27,1,6.6248653,9.8996121,8.1492917,1.0360479,1656687624,2022-07-01,1,110
